word,word_start,word_end,word_duration,sentence,num_phonemes,num_vowels,phonemes,vowel_duration,consonant_duration,vowel_ratio,pitch_mean,pitch_max,pitch_min,pitch_range,pitch_slope,pitch_std,pitch_madiff,vowel_pitch_mean,vowel_pitch_max,energy_mean,energy_max,pre_pause,post_pause,pos_norm_start,pos_norm_center,word_duration_z,vowel_duration_z,vowel_ratio_z,pitch_mean_z,pitch_max_z,pitch_range_z,pitch_slope_z,pitch_std_z,pitch_madiff_z,vowel_pitch_mean_z,vowel_pitch_max_z,pre_pause_z,energy_max_z,prominence_score,cluster,kmeans_stress_label,hierarchical_cluster,hierarchical_stress_label,stress_label
drummers,0.424,0.847,0.423,"Originally, drummers favored single-ply drum heads with a center dot for these drums.",6,2,DRAHMAH0Z,0.14200000000000013,0.28099999999999986,0.3356973995271871,239.01500000000001,242.39,235.06,7.329999999999984,0.6382978723404498,2.2728304673541553,2.8779999999999917,240.095,240.51,0.09021666666666667,0.1791,0.0,0.0,0.0353687020353687,0.05301134467801134,-1.1162420387369223,-1.0985098310750123,-0.7003480932444556,1.0006217796726715,0.6719148658233711,-0.4007957316075148,0.07304357141863564,-0.41978537599576116,-0.3806168539910075,0.9585589194523662,0.8580407874109539,0.0,2.1460659141742164,0.1102856950104954,0,unstressed,0,unstressed,unstressed
is,0.425,0.85,0.425,It is held each July and August on each Wednesday.,2,1,IHZ,0.21200000000000002,0.21299999999999997,0.4988235294117648,137.075,146.62,127.53,19.090000000000003,-44.91764705882354,9.545000000000002,19.090000000000003,146.62,146.62,0.045700000000000005,0.0903,0.0,0.0,0.03545211878545212,0.05317817817817817,-1.1042495584254237,-0.474249488020435,0.42933354693348086,-0.0326627248440037,-0.11444975308376118,-0.23746705863903278,-0.3909000816880868,-0.18602204979303905,-0.04238836622821315,0.05409096982545483,0.001607704223079795,0.0,0.522139244409397,-0.3393419055995459,0,unstressed,0,unstressed,unstressed
also,0.441,0.882,0.441,Blaylock also played for the New York Jets.,5,3,AOLSAH0UH,0.26400000000000007,0.17699999999999994,0.598639455782313,159.36399999999998,167.59,141.19,26.400000000000006,58.820861678004526,9.650014715014688,9.265,156.78333333333333,167.13,0.07576000000000001,0.1193,0.0,0.0,0.03678678678678679,0.05518018018018018,-1.0083097159334349,-0.010513233179890703,1.12057914626172,0.19326309741587616,0.057734292634966676,-0.13594217773770612,0.6655772405128101,-0.18264635991509248,-0.24736584539607973,0.15243180172034476,0.18869304383521412,0.0,1.0524756568325926,0.32643845587530673,0,unstressed,0,unstressed,unstressed
must,0.444,0.888,0.444,We must also have the determination and perseverance to work towards them.,4,1,MAHST,0.11099999999999999,0.333,0.24999999999999997,170.595,186.52,144.02,42.5,51.103603603603595,17.2205959536829,20.77,185.13,185.13,0.122925,0.1715,0.0,0.0,0.03703703703703704,0.05555555555555556,-0.990320995466187,-1.374967982999184,-1.2938200215330538,0.3071027900804514,0.21316795908491992,0.08766255311200094,0.5869843607379545,0.06070938745774458,-0.007338782004089487,0.42671531580173033,0.3528830054645861,0.0,2.0070811991943445,-0.035788134037072095,0,unstressed,0,unstressed,unstressed
book,0.45,0.9,0.45,A book review's length may vary from a single paragraph to a substantial essay.,3,1,BUHK,0.15000000000000002,0.3,0.33333333333333337,202.07666666666668,221.69,188.9,32.78999999999999,14.977777777777735,14.139048372818054,29.42,221.69,221.69,0.05853333333333333,0.08,0.0,0.0,0.03753753753753754,0.056306306306306314,-0.9543435545316912,-1.0271657918687758,-0.7167197326455222,0.6262073451425055,0.5019477820666871,-0.04719471002779148,0.21907743595665372,-0.038346720780814414,0.17312485105464293,0.7804713814701966,0.6863710608629106,0.0,0.3337783806866757,-0.16619625458071585,0,unstressed,0,unstressed,unstressed
bridge,0.45,0.9,0.45,The bridge linking two districts of the city is being built now.,4,1,BRIHJH,0.11299999999999999,0.337,0.25111111111111106,93.535,102.51,84.56,17.950000000000003,0.0,8.975000000000001,17.950000000000003,84.56,84.56,0.01175,0.0275,0.0,0.0,0.03753753753753754,0.056306306306306314,-0.9543435545316912,-1.3571319731976246,-1.2861253510145534,-0.4739929909481435,-0.47663564991986446,-0.253299940202304,0.06654311912615565,-0.20434465563128232,-0.06617201266601141,-0.5464041460220566,-0.564482796816855,0.0,-0.6263134004242817,-1.104827849879061,0,unstressed,0,unstressed,unstressed
Mentor,0.453,0.905,0.452,"Immediately, Mentor was sent to aid in the invasion of his former refuge, Egypt.",5,2,MEHNTAO,0.18100000000000005,0.27099999999999996,0.4004424778761063,150.21,159.74,134.62,25.120000000000005,0.0,9.70658281786129,8.373333333333335,147.18,159.74,0.09792000000000001,0.1954,0.0,0.0,0.03778778778778779,0.05663997330663998,-0.9423510742201926,-0.7507076399446051,-0.25197525221397005,0.10047629778525415,-0.0067218236688965935,-0.15371944826488781,0.06654311912615565,-0.1808279826318021,-0.2659685513086851,0.05950955288821035,0.12128394292182208,0.0,2.4441515528810465,0.07730836811522324,0,unstressed,0,unstressed,unstressed
after,0.453,0.906,0.453,"Soon after the album release, the band went through more lineup changes.",4,2,AEFTAH0,0.22599999999999992,0.2270000000000001,0.49889624724061793,348.005,420.42,304.15,116.27000000000004,-125.56291390728475,47.60818233245206,58.55333333333336,332.59,361.03,0.23885000000000003,0.3313,0.0,0.0,0.03778778778778779,0.05668168168168168,-0.9363548340644433,-0.34939741940952024,0.429837132693942,2.1053665133127772,2.133713895833153,1.1122166521668397,-1.2121948603163473,1.0375159972713541,0.7809291489094878,1.8535443487194552,1.9573837971649488,0.0,4.929417706271125,1.9692678030528241,1,stressed,0,unstressed,stressed
the,0.46,0.92,0.46,Nowadays the pier is a grade one listed building.,2,1,DHAH0,0.2300000000000001,0.22999999999999993,0.5000000000000002,236.68,265.77,207.59,58.17999999999998,-126.47826086956516,29.08999999999999,58.17999999999998,207.59,207.59,0.06555,0.0806,0.0,0.0,0.03837170503837171,0.057557557557557565,-0.8943811529741982,-0.31372539980639996,0.43748084512954116,0.9769537463388824,0.8638873497958964,0.3054341170699763,-1.221516792156027,0.4422504609235653,0.7731403524152369,0.64403920078296,0.5577555909199026,0.0,0.3447508581850867,0.19135802332155305,0,unstressed,0,unstressed,unstressed
company,0.468,0.936,0.468,The company has not responded to the questions about the injections.,7,3,KAHMPAH0NIY,0.20100000000000007,0.26699999999999996,0.4294871794871796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286e-05,0.0002,0.0,0.0,0.03903903903903904,0.058558558558558564,-0.8464112317282038,-0.5723475419290112,-0.05083478392913952,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1255611266019796,-1.3079279912558146,0,unstressed,0,unstressed,unstressed
of,0.475,0.949,0.474,Most of the founding unions were part of the Federated District.,2,1,AOV,0.237,0.237,0.5,127.96,127.96,127.96,0.0,0.0,0.0,0.0,127.96,127.96,0.0056,0.0108,0.0,0.0,0.03962295628962296,0.05939272605939273,-0.8104337907937083,-0.25129936550094306,0.4374808451295396,-0.1250542125688368,-0.26766645757167074,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-0.12646395865850535,-0.16860255599936927,0.0,-0.9317140241300531,-0.5832966072453349,0,unstressed,0,unstressed,unstressed
chair,0.475,0.95,0.475,The chair does not fold.,3,2,CHEYAH0,0.31599999999999995,0.15900000000000003,0.6652631578947368,116.71666666666665,120.93,109.7,11.230000000000004,23.642105263157905,4.9948128649185195,5.615000000000002,120.225,120.93,0.10953333333333333,0.1622,0.0,0.0,0.03962295628962296,0.05943443443443443,-0.804437550637959,0.4532230216606521,1.5819618390917587,-0.2390189184001999,-0.3253895782871049,-0.3466306104700078,0.307315310318698,-0.33228746271644843,-0.32351523969253904,-0.20130813721281568,-0.23272785768017387,0.0,1.837007797968975,0.38879216020330587,0,unstressed,0,unstressed,unstressed
is,0.479,0.958,0.479,Each is required by international treaty to extend those rights.,2,1,IHZ,0.239,0.24,0.4989561586638831,106.53,106.53,106.53,0.0,0.0,0.0,0.0,106.53,106.53,0.01615,0.0323,0.0,0.0,0.039956623289956625,0.05993493493493493,-0.7804525900149617,-0.23346335569938365,0.4302520314900299,-0.34227303669864195,-0.4436275495961027,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-0.3338215212207381,-0.36407982698367153,0.0,-0.5385335804369942,-0.5837230596181594,0,unstressed,0,unstressed,unstressed
hospital,0.479,0.958,0.479,The hospital had not preserved life or educated the foundlings.,8,3,HHAOSPIHTAH0L,0.17900000000000005,0.29899999999999993,0.373695198329854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015000000000000001,0.0003,0.0,0.0,0.039956623289956625,0.05993493493493493,-0.7804525900149617,-0.7685436497461645,-0.4372056052511433,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1237323803522445,-1.4056602959144444,0,unstressed,0,unstressed,unstressed
was,0.48,0.96,0.48,He was the president of Grupo Xtra and chairman of Casa Saba.,3,1,WAOZ,0.16000000000000003,0.31999999999999995,0.3333333333333334,192.11333333333334,201.75,175.88,25.870000000000005,-47.56250000000003,11.545597525560222,14.454999999999998,201.75,201.75,0.09363333333333333,0.1473,0.0,0.0,0.04004004004004004,0.06006006006006006,-0.7744563498592124,-0.9379857428609788,-0.7167197326455218,0.5252169787831981,0.33822103568464446,-0.1433030788153673,-0.4178353749261834,-0.12171299733373252,-0.13908766556084037,0.5875311202713668,0.5044850700357063,0.0,1.564524606758436,-0.11353543086632684,0,unstressed,0,unstressed,unstressed
there,0.489,0.977,0.488,"If there was ever a need for additional recruits, they were gathered by force.",3,2,DHEYAH0,0.32599999999999996,0.16200000000000003,0.6680327868852458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,0.0009,0.0,0.0,0.040790790790790794,0.06114447781114448,-0.726486428613218,0.5424030706684491,1.601142083378167,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1127599028538335,-0.7479924402074554,0,unstressed,0,unstressed,unstressed
year,0.491,0.982,0.491,That year he played in the World Series with the Rangers.,3,2,YIYAH0,0.32699999999999996,0.16400000000000003,0.6659877800407331,354.71999999999997,586.4,123.04,463.35999999999996,-943.7067209775967,231.67999999999998,463.35999999999996,123.04,123.04,0.016066666666666667,0.0302,0.0,0.0,0.040957624290957624,0.06143643643643643,-0.7084977081459701,0.5513210755692288,1.586979994889224,2.173431114527506,3.4965707345739467,5.932773548478941,-9.544205692105358,6.9544903149055015,9.226349004754795,-0.17407008128128568,-0.2134811455113975,0.0,-0.5769372516814326,1.7795493808579117,1,stressed,1,stressed,stressed
are,0.499,0.999,0.5,Cats are extremely popular pets in New Zealand.,1,1,AA,0.5,0.0,1.0,211.53,211.53,211.53,0.0,0.0,0.0,0.0,211.53,211.53,0.0651,0.0651,0.0,0.0,0.04162495829162496,0.062479145812479146,-0.6545315467442264,2.0941359234041155,3.9000825784547257,0.7220282481184157,0.4185243245320054,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,0.6821628030459183,0.5936949491876651,0.0,0.06129518947613738,1.1311182709802705,0,unstressed,0,unstressed,unstressed
aluminium,0.504,1.008,0.504,These aluminium big block cars all had easily removable door roof sections.,10,5,AELYUHMIHNIYAH0M,0.252,0.252,0.5,211.42400000000004,254.96,183.55,71.41,-84.00793650793652,20.423119350383285,12.726666666666667,213.346,254.96,0.05932,0.1015,0.0,0.0,0.042042042042042045,0.06306306306306307,-0.6305465861212292,-0.11752929198924758,0.4374808451295396,0.7209538106308865,0.7751267616118506,0.4891788741595185,-0.7889972282937399,0.16365425392352204,-0.17514562075966605,0.6997344938351396,0.9898488399411999,0.0,0.7269588243797346,0.463144716276356,0,unstressed,0,unstressed,unstressed
Ottoman,0.504,1.008,0.504,The Ottoman Turks brought a form of Iranian civilization to the walls of Vienna.,6,3,AOTAH0MAH0N,0.252,0.252,0.5,104.178,119.96,88.76,31.19999999999999,14.166666666666668,13.105507849755382,13.814999999999994,104.28,119.8,0.041633333333333335,0.0975,0.0,0.0,0.042042042042042045,0.06306306306306307,-0.6305465861212292,-0.11752929198924758,0.4374808451295396,-0.36611338547854405,-0.3333542194100028,-0.06927741326077502,0.21081704639535861,-0.07156980081928657,-0.1524398881224114,-0.355592613883595,-0.24303533860468451,0.0,0.6538089743903283,-0.07329977552072034,0,unstressed,0,unstressed,unstressed
contemporary,0.504,1.008,0.504,"A contemporary of Ernest Hemingway, they were friends and mutually admired each other's writing.",12,5,KAH0NTEHMPAH0RAH0RIY,0.20999999999999985,0.29400000000000015,0.41666666666666635,195.5625,206.21,190.56,15.650000000000006,0.0,6.378328052867777,5.260000000000001,192.74,194.79,0.014775000000000002,0.0511,0.0,0.0,0.042042042042042045,0.06306306306306307,-0.6305465861212292,-0.4920854978219959,-0.1396194437579936,0.5601784313058789,0.37484196290951466,-0.28524347318083354,0.06654311912615565,-0.2878144741901023,-0.33092155064466044,0.5003499892081043,0.44099828487234904,0.0,-0.19472928548678473,-0.1698320426826165,0,unstressed,0,unstressed,unstressed
resulted,0.504,1.008,0.504,This resulted in the closure of an entire wing of the mall.,8,3,RIHZAHLTIHD,0.18900000000000006,0.31499999999999995,0.3750000000000001,589.69,589.69,589.69,0.0,0.0,0.0,0.0,589.69,589.69,0.00135,0.0058,0.0,0.0,0.042042042042042045,0.06306306306306307,-0.6305465861212292,-0.6793636007383675,-0.42816958820175616,4.5551346658938305,3.5235848266299614,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,4.34125453699524,4.0431436097300715,0.0,-1.0231513366168108,1.0800094547394175,0,unstressed,0,unstressed,unstressed
and,0.507,1.014,0.507,Pathways and tracks which have bare earth may also be used for nesting.,3,1,AEND,0.16900000000000004,0.33799999999999997,0.3333333333333334,272.87000000000006,296.72,232.68,64.04000000000002,-111.49901380670606,28.58352789049432,35.775000000000034,289.21,289.21,0.061,0.0863,0.0,0.0,0.0422922922922923,0.06343843843843844,-0.6125578656539813,-0.8577236987539615,-0.7167197326455218,1.3437829225058289,1.1180168784079438,0.3868206837022305,-1.068967512064661,0.42596995420332673,0.30570824852149264,1.433797682179574,1.3022658502637545,0.0,0.44898939441999064,0.12219717140872628,0,unstressed,0,unstressed,unstressed
was,0.515,1.03,0.515,This was accomplished through the president's power to make appointments.,3,1,WAOZ,0.17199999999999993,0.3430000000000001,0.3339805825242717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,0.0018,0.0,0.0,0.04295962629295963,0.06443943943943944,-0.5645879444079869,-0.8309696840516234,-0.7122374003046494,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0963011866062171,-1.4313870743179682,0,unstressed,0,unstressed,unstressed
ended,0.526,1.052,0.526,"I ended up having two songs on the album: ""Poison"" and ""She's Dope!"".",5,2,EHNDIHD,0.20999999999999996,0.31600000000000006,0.39923954372623566,231.335,231.37,231.3,0.06999999999999318,0.0,0.03499999999999659,0.06999999999999318,231.335,231.37,0.04028,0.0844,0.0,0.0,0.043877210543877214,0.06581581581581582,-0.49862930269474454,-0.4920854978219949,-0.2603058159588065,0.922775742840338,0.5814299738910689,-0.5016261878788733,0.06654311912615565,-0.4917202629889927,-0.4391997304799,0.8737967986849767,0.7746687735613729,0.0,0.41424321567502265,-0.009658351368889317,0,unstressed,0,unstressed,unstressed
predicts,0.527,1.054,0.527,Manja predicts that The Countess will be very happy in love.,8,2,PRIHDIHKTS,0.1309999999999999,0.39600000000000013,0.24857685009487646,121.474,125.1,116.87,8.22999999999999,0.0,2.658334817136469,3.174999999999997,116.87,116.87,0.045200000000000004,0.0976,0.0,0.0,0.04396062729396063,0.06594094094094094,-0.49263306253899525,-1.196607884983591,-1.3036756241895782,-0.19079762336239323,-0.29114983242887443,-0.3882960882680901,0.06654311912615565,-0.4073933685396391,-0.37442058820852836,-0.23377125538343113,-0.26976181569213226,0.0,0.6556377206400634,-0.715931517233416,0,unstressed,0,unstressed,unstressed
then,0.532,1.063,0.5309999999999999,It then rapidly weakened and soon dissipated as it moved inland over Mexico.,3,1,DHEHN,0.17700000000000005,0.35399999999999987,0.3333333333333335,174.9333333333333,187.67,168.56,19.109999999999985,-35.969868173258,9.006184295002821,9.559999999999988,168.56,168.56,0.15516666666666667,0.2157,0.0,0.0,0.04437771104437772,0.06652485819152486,-0.4686481019159987,-0.7863796595477239,-0.7167197326455215,0.35107701618170195,0.22261057484917998,-0.23718928878704584,-0.29977552638288735,-0.203342238884475,-0.2412113053091059,0.26638331339126853,0.2017370241202143,0.0,2.8153870415772837,0.15008097405349352,0,unstressed,0,unstressed,unstressed
sentence,0.54,1.08,0.54,This sentence is stating that the person has finished their homework.,7,2,SEHNTAH0NS,0.15400000000000003,0.386,0.2851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286e-05,0.0001,0.0,0.0,0.04504504504504505,0.06756756756756757,-0.4146819405142543,-0.9914937722656569,-1.0501554551138736,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.1273898728517147,-1.5178668556740846,0,unstressed,0,unstressed,unstressed
local,0.54,1.08,0.54,"The local mandarin, a man of sense and humanity, forbade the custom.",6,3,LAH0UHKAH0L,0.27,0.27,0.5,172.32000000000002,287.16,117.56,169.60000000000002,314.0740740740741,57.50796002873574,33.92,155.95333333333335,198.16,0.07596666666666667,0.1468,0.0,0.0,0.04504504504504505,0.06756756756756757,-0.4146819405142543,0.04299479622478699,0.4374808451295396,0.324587739759589,1.0395200030111371,1.8528899624907453,3.265086657015936,1.3557435843156311,0.26700766594068864,0.1444006875380466,0.4717382943551815,0.0,1.5553808755097607,2.0612178948703255,1,stressed,0,unstressed,stressed
is,0.544,1.089,0.5449999999999999,He is also a professional actor and playwright.,2,1,IHZ,0.2729999999999999,0.272,0.5009174311926604,148.02,148.02,148.02,0.0,0.0,0.0,0.0,148.02,148.02,0.13524999999999998,0.2704,0.0,0.0,0.045378712045378716,0.06810977644310978,-0.38470073973550845,0.0697488109271251,0.4438342428053647,0.0782780138447841,-0.10295439476205302,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,0.06763742748234364,0.014378034572031,0.0,3.8157112401824143,0.6090685652360015,0,unstressed,0,unstressed,unstressed
did,0.552,1.104,0.552,Why did he stand there amid so much danger?,3,1,DIHD,0.18400000000000005,0.368,0.3333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010333333333333334,0.0029,0.0,0.0,0.04604604604604605,0.06906906906906908,-0.34272705864526265,-0.723953625242266,-0.7167197326455218,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.0761849778591304,-1.3738558031638721,0,unstressed,0,unstressed,unstressed
remains,0.555,0.833,0.2779999999999999,"However, John remains indifferent, as he has other children waiting for him at home.",6,2,RIHMEYNZ,0.09300000000000008,0.18499999999999983,0.33453237410071984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,0.0006,0.0,0.0,0.0462962962962963,0.057891224557891224,-1.9856968613205708,-1.5354920712132176,-0.7084161313665623,-1.422082711665891,-1.3183422081757916,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,-1.3646101884981372,-1.3358107498935048,0.0,-1.118246141603039,-1.7880372588981297,0,unstressed,0,unstressed,unstressed
have,0.56,1.12,0.56,Saplings have also been planted on the southbound platform.,3,1,HHAEV,0.18600000000000005,0.374,0.3321428571428572,183.54,206.23,160.85,45.379999999999995,0.0,22.689999999999998,45.379999999999995,206.23,206.23,0.031566666666666666,0.0674,0.0,0.0,0.04671338004671339,0.07007007007007007,-0.29475713739926823,-0.7061176154407066,-0.7249640224867726,0.43831593419432574,0.3750061823141103,0.12766141179815968,0.06654311912615565,0.2365229567748692,0.5060959011838183,0.6308797847734107,0.5453501271523499,0.0,0.10335635322004592,-0.09327739855460994,0,unstressed,0,unstressed,unstressed
skull,0.562,1.124,0.562,"The skull is long, deep and narrow, an adaptation for strong jaw muscles.",4,1,SKAHL,0.14100000000000001,0.42100000000000004,0.2508896797153025,217.94,217.94,217.94,0.0,0.0,0.0,0.0,217.94,217.94,0.00085,0.0009,0.0,0.0,0.04688021354688022,0.07032032032032033,-0.28276465708776966,-1.107427835975793,-1.287658808484432,0.787001307505819,0.4711566437049689,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,0.7441862270321017,0.6521648188567913,0.0,-1.1127599028538335,-0.6781584675891962,0,unstressed,0,unstressed,unstressed
"these,",0.562,1.123,0.5609999999999999,"For these, watchtowers were erected all over the Ilocos coast.",3,1,DHIYZ,0.18700000000000006,0.3739999999999999,0.3333333333333335,119.90666666666668,129.65,110.63,19.02000000000001,-15.704099821746887,7.771890946795957,14.615000000000009,129.65,129.65,0.0907,0.1249,0.0,0.0,0.04688021354688022,0.07027861194527861,-0.2887608972435196,-0.697199610539927,-0.7167197326455215,-0.20668443174718615,-0.253789917883323,-0.23843925312098796,-0.09338809185109236,-0.2430185029335275,-0.1357496099204474,-0.11011144905840381,-0.15318694293527813,0.0,1.1548854468177614,-0.3347270691545874,0,unstressed,0,unstressed,unstressed
the,0.566,1.132,0.566,"In the interim administration, Karzai much needed the support of Fahim.",2,1,DHAH0,0.2829999999999999,0.28300000000000003,0.4999999999999999,170.815,200.93,140.7,60.23000000000002,106.4134275618375,30.11500000000001,60.23000000000002,200.93,200.93,0.0749,0.1222,0.0,0.0,0.04721388054721388,0.07082082082082082,-0.2587796964647731,0.15892885993492206,0.4374808451295389,0.30933275467721094,0.33148804009621546,0.33390552689866626,1.1502619267866125,0.47519900650988056,0.8159091903077696,0.5795967665009035,0.49700530511703495,0.0,1.105509298074912,0.7965343530574736,0,unstressed,0,unstressed,unstressed
actual,0.567,1.134,0.567,The actual trial phase has not yet begun.,6,3,AEKCHUWAH0L,0.28300000000000003,0.2839999999999999,0.49911816578483253,207.98666666666668,218.64,200.86,17.779999999999973,0.0,7.675073651474322,8.889999999999986,211.55,218.64,0.07906666666666666,0.2093,0.0,0.0,0.04729729729729729,0.07094594594594594,-0.2527834563090238,0.15892885993492306,0.431373963765651,0.686112303173637,0.47690432286582285,-0.25566098394419573,0.06654311912615565,-0.24613068739055052,-0.2551894133032505,0.6823563238695882,0.6585499840312669,0.0,2.6983472815942338,0.7941963763611921,0,unstressed,0,unstressed,unstressed
were,0.576,1.152,0.576,They were released a month later when Poland surrendered.,2,1,WER,0.2879999999999999,0.28800000000000003,0.4999999999999999,159.54,184.01,135.07,48.94,84.96527777777779,24.47,48.94,184.01,184.01,0.06104999999999999,0.1175,0.0,0.0,0.04804804804804805,0.07207207207207207,-0.1988172949072801,0.20351888443882057,0.4374808451295389,0.19504706909328395,0.1925584238081431,0.17710444545188375,0.9318330701745372,0.2937409188662254,0.5803676391825567,0.4158781496762193,0.3426667411854251,0.0,1.0195582243373595,0.6414482466614263,0,unstressed,0,unstressed,unstressed
thermal,0.583,1.165,0.5820000000000001,Performing thermal testing can also help with validating the cold chain.,5,2,THERMAH0L,0.23399999999999987,0.3480000000000002,0.40206185567010283,183.24,204.57,161.91,42.66,0.0,21.33,42.66,161.91,161.91,0.00888,0.0269,0.0,0.0,0.048631965298631966,0.07290623957290625,-0.1628398539727836,-0.27805338020328313,-0.24076073150116878,0.43527507338056287,0.36137597173265645,0.08988471192789861,0.06654311912615565,0.19280586214327122,0.4493489552971418,0.2020376395210469,0.14107795496269626,0.0,-0.6372858779226928,-0.04552184241625118,0,unstressed,0,unstressed,unstressed
is,0.585,1.17,0.585,"It is now a floating museum in Battleship Cove, Fall River, Massachusetts.",2,1,IHZ,0.29200000000000004,0.2929999999999999,0.49914529914529926,214.47,221.76,207.18,14.579999999999984,-24.9230769230769,7.289999999999992,14.579999999999984,221.76,221.76,0.0742,0.106,0.0,0.0,0.048798798798798795,0.0731981981981982,-0.14485113350553636,0.23919090404194035,0.431561867807617,0.7518286840932934,0.5025225499827725,-0.30010416026214976,-0.1872745411555912,-0.2585088500829316,-0.13647980959178382,0.781148704353041,0.6870095773803581,0.0,0.8092524056178165,0.40522105182615653,0,unstressed,0,unstressed,unstressed
of,0.587,1.174,0.587,Lists of film related events indexed by year of release.,2,1,AOV,0.29300000000000004,0.29399999999999993,0.4991482112436117,250.89,250.89,250.89,0.0,0.0,0.0,0.0,250.89,250.89,0.06925,0.0769,0.0,0.0,0.04896563229896563,0.07344844844844844,-0.13285865319403775,0.24810890894272003,0.4315820346809455,1.1209891868841242,0.7417081127765989,-0.5025983823608284,0.06654311912615565,-0.4928453352773058,-0.4406601298225717,1.0630117840281619,0.9527236652838916,0.0,0.27708724694488573,0.4128550693656192,0,unstressed,0,unstressed,unstressed
the,0.588,1.176,0.588,Classify the following terms into the appropriate column below.,2,1,DHAH0,0.29399999999999993,0.29400000000000004,0.4999999999999999,220.79000000000002,254.83,186.75,68.08000000000001,-115.78231292517009,34.040000000000006,68.08000000000001,186.75,186.75,0.02615,0.0387,0.0,0.0,0.04904904904904905,0.07357357357357357,-0.12686241303828846,0.25702691384349874,0.4374808451295389,0.8158894852365679,0.7740593354819777,0.4429301938036476,-1.1125888098639212,0.6013678274135732,0.9796825451645382,0.4423905025189873,0.3676601020112296,0.0,-0.42149382045394423,0.34160565674025933,0,unstressed,0,unstressed,unstressed
the,0.591,1.183,0.5920000000000001,"Secondly, the methodology requires a detailed analysis of the financial aspects of the business.",2,1,DHAH0,0.29600000000000004,0.29600000000000004,0.5,99.48500000000001,101.79,97.18,4.609999999999999,7.7871621621621605,2.3049999999999997,4.609999999999999,101.79,101.79,0.04635,0.0509,0.0,0.0,0.0492992992992993,0.07399065732399066,-0.10287745241529057,0.27486292364505915,0.4374808451295396,-0.4136825848085101,-0.48254754848531434,-0.43857243147777564,0.14584790506149256,-0.41875128886125185,-0.34448240168375593,-0.37968595643048997,-0.40731651687940607,0.0,-0.198386777986255,-0.24592181644841274,0,unstressed,0,unstressed,unstressed
spinning,0.599,1.198,0.599,"When spinning fleece into yarn, the fleece must be scoured and vegetable matter removed.",6,2,SPIHNIHNG,0.19900000000000007,0.3999999999999999,0.3322203672787981,124.35,138.53,110.63,27.900000000000006,0.0,13.294139686343003,9.300000000000002,124.12,136.72,0.04636666666666667,0.0887,0.0,0.0,0.04996663329996663,0.07494994994994995,-0.06090377132504613,-0.5901835517305706,-0.7244272490246539,-0.1616459043611185,-0.1808765022427745,-0.11510943883866508,0.06654311912615565,-0.06550624504676218,-0.24663564572474378,-0.1636199568031144,-0.08869677467307485,0.0,0.49287930441363437,-0.3081783739303141,0,unstressed,0,unstressed,unstressed
